order_id,order_time,pickup_zip,delivery_zip,service_type,client_name,driver_id,dispatch_time,pickup_time,delivery_time,promised_eta,on_time,exception_notes,driver_idle_min,fuel_cost_usd,redelivery_flag
ORD-27559,01-11-25 04:02 AM,02048,02052,Same-Day,NE Labs,UNASSIGNED,2025-01-11 04:27:00,,2025-01-11 06:29:00,2025-01-11 07:35:00,Y,driver reports ice on roads in reading area,40,17.47,0
ORD-27560,2025/01/03 15:28,02066,02043,STAT,Boston Medical Center,D015,2025-01-03 15:53:00,2025-01-03 16:24:00,2025-01-03 16:48:00,2025-01-03 16:01:00,Y,package refused by receiving staff - no signature authority,34,27.46,0
ORD-27561,2025-01-10 09:14:00,01860,02115,Same-Day,Boston Medical Center,D028,2025-01-10 09:28:00,2025-01-10 10:08:00,2025-01-10 11:55:00,2025-01-10 12:50:00,Y,traffic accident on route 1 delay,21,17.66,0
ORD-27562,,02043,02054,SAME-DAY,Brigham & Women's,D023,2025-03-25 17:36:00,,2025-03-25 19:00:00,2025-03-25 21:14:00,N,package refused by receiving staff - no signature authority,5,15.28,1
ORD-27563,2025/03/25 22:20,02153,02126,RUSH,Northeast Labs,D028,2025-03-25 22:25:00,2025-03-25 23:14:00,2025-03-26 01:03:00,2025-03-25 23:40:00,Y,specimen labeled incorrectly by client,20,7.82,0
ORD-27564,01-03-25 07:37 PM,02133,02001,Stat,NE Labs,D038,2025-01-03 19:46:00,2025-01-03 20:41:00,2025-01-03 22:34:00,2025-01-03 20:07:00,Y,"client called to confirm - specimen critical, needs STAT upgrade",37,32.46,0
ORD-27565,03/22/2025 10:45,02171,02021,STAT,South Shore Hospital,D012,2025-03-22 11:21:00,2025-03-22 11:59:00,2025-03-22 13:20:00,2025-03-22 11:17:00,Y,delayed at security checkpoint - id verification required,21,31.32,0
ORD-27566,02-04-25 01:19 PM,02184,02106,STAT,Children's Hospital,D012,2025-02-04 13:52:00,2025-02-04 14:36:00,2025-02-04 15:22:00,2025-02-04 14:08:00,Y,,32,22.88,0
ORD-27567,2025/01/12 03:04,01880,02200,ROUTINE,Boston Med Ctr,D030,2025-01-12 03:16:00,2025-01-12 03:43:00,2025-01-12 05:42:00,2025-01-12 08:10:00,Y,"client called to confirm - specimen critical, needs STAT upgrade",38,17.41,0
ORD-27568,2025-03-01 11:00:00,02119,02053,SAME-DAY,MGH,D033,2025-03-01 11:42:00,2025-03-01 12:06:00,2025-03-01 14:02:00,2025-03-01 14:28:00,Y,specimen labeled incorrectly by client,17,7.75,0
ORD-27569,02/16/2025 10:11,02001,02048,Stat,Children's Hospital,D025,2025-02-16 10:55:00,,2025-02-16 11:41:00,2025-02-16 11:10:00,N,,25,27.25,0
ORD-27570,2025-02-22 04:43:00,02189,02176,Same-Day,Children's Hospital,D006,2025-02-22 04:47:00,,2025-02-22 06:39:00,2025-02-22 06:46:00,Y,"driver vehicle breakdown, transfer to DD031 in progress",30,11.75,0
ORD-27571,2025-02-23 02:33:00,02192,02130,stat,Providence Health,D023,2025-02-23 02:38:00,2025-02-23 03:13:00,2025-02-23 04:18:00,2025-02-23 03:18:00,Y,,26,22.13,0
ORD-27572,2025/01/05 13:21,01840,02050,ROUTINE,BioReference Labs,D027,2025-01-05 14:04:00,2025-01-05 14:25:00,2025-01-05 15:59:00,2025-01-05 18:52:00,Y,,7,37.2,0
ORD-27573,02/18/2025 18:59,02176,02110,ROUTINE,Cape Cod Hospital,D005,2025-02-18 19:10:00,2025-02-18 19:33:00,2025-02-18 20:21:00,2025-02-18 23:34:00,N,"driver vehicle breakdown, transfer to DD039 in progress",45,24.08,0
ORD-27574,02/27/2025 10:37,02135,02192,STAT,Quest Diagnostics,D035,2025-02-27 10:53:00,2025-02-27 11:34:00,2025-02-27 12:41:00,2025-02-27 11:14:00,N,"wrong address on manifest, corrected enroute",33,23.38,0
ORD-27575,2025-01-13 21:49:00,02108,02149,RUSH,South Shore Hospital,D003,2025-01-13 22:09:00,2025-01-13 22:50:00,2025-01-13 23:29:00,2025-01-13 23:36:00,Y,"pickup not ready, driver waiting 15+ min",33,35.98,0
ORD-27576,01/18/2025 18:39,02149,02196,Stat,BioReference Labs,D013,2025-01-18 19:19:00,2025-01-18 19:42:00,2025-01-18 20:04:00,2025-01-18 19:22:00,Y,called client re specimen integrity - awaiting callback,30,16.8,0
ORD-27577,2025/01/28 15:20,02192,02145,Stat,Lowell General,D032,2025-01-28 15:41:00,2025-01-28 16:29:00,2025-01-28 17:09:00,2025-01-28 16:06:00,N,specimen temp excursion possible - driver reports cooler malfunction,34,30.05,0
ORD-27578,2025/01/28 11:05,01860,02101,Stat,Boston Med Ctr,D001,2025-01-28 11:40:00,2025-01-28 12:05:00,2025-01-28 12:39:00,2025-01-28 11:59:00,Y,"client called to confirm - specimen critical, needs STAT upgrade",357,16.14,0
ORD-27579,2025-03-09 12:50:00,02192,02170,Rush,Providence Health,UNASSIGNED,2025-03-09 13:18:00,2025-03-09 13:47:00,2025-03-09 14:35:00,2025-03-09 14:07:00,Y,delayed at security checkpoint - id verification required,23,28.15,0
ORD-27580,2025/02/22 14:27,01867,02119,ROUTINE,Childrens Hospital,D029,2025-02-22 14:38:00,,2025-02-22 16:04:00,2025-02-22 20:12:00,Y,specimen temp excursion possible - driver reports cooler malfunction,15,5.15,0
ORD-27581,2025/01/25 11:19,02104,02152,Routine,Providence Health,D006,2025-01-25 11:55:00,2025-01-25 12:25:00,2025-01-25 13:55:00,2025-01-25 16:01:00,Y,,44,11.78,0
ORD-27582,2025/01/26 14:28,02066,02128,SAME-DAY,NE Labs,D012,2025-01-26 14:45:00,2025-01-26 15:13:00,2025-01-26 16:37:00,2025-01-26 18:08:00,Y,lab closed early today per client,21,28.49,0
ORD-27583,2025-01-30 14:49:00,02032,02156,Routine,Emerson Hospital,UNASSIGNED,2025-01-30 14:55:00,2025-01-30 15:26:00,2025-01-30 16:46:00,2025-01-30 19:48:00,Y,driver reports ice on roads in reading area,30,8.01,0
ORD-27584,01-29-25 01:11 PM,01810,02102,STAT,Providence Health,D032,2025-01-29 13:48:00,2025-01-29 14:19:00,2025-01-29 16:15:00,2025-01-29 13:53:00,Y,"driver called in sick mid-route, reassigning trips",10,30.95,0
ORD-27585,2025-01-22 06:52:00,02103,02062,STAT,Tufts Med Center,D027,2025-01-22 06:57:00,2025-01-22 07:08:00,2025-01-22 07:34:00,2025-01-22 07:49:00,Y,,44,27.2,0
ORD-27586,2025/02/10 06:23,02067,02198,STAT,Providence Health,D022,2025-02-10 06:42:00,2025-02-10 07:32:00,2025-02-10 09:16:00,2025-02-10 07:02:00,Y,"wrong zip code on order, corrected",239,34.02,0
ORD-27587,2025/03/13 10:33,02021,02066,Stat,Labcorp Inc,D002,2025-03-13 11:09:00,2025-03-13 11:35:00,2025-03-13 12:05:00,2025-03-13 11:04:00,N,"elevator down at 15 Elm St, driver using stairs",30,37.61,1
ORD-27588,2025/03/14 14:14,02062,02047,SAME-DAY,Northeast Labs,D030,2025-03-14 14:55:00,2025-03-14 15:11:00,2025-03-14 17:08:00,2025-03-14 17:44:00,Y,"client changed pickup time, driver redirected",38,5.27,0
ORD-27589,02-16-25 05:45 AM,02176,02132,SAME-DAY,Mass General Hospital,D018,2025-02-16 06:08:00,2025-02-16 06:29:00,2025-02-16 06:53:00,2025-02-16 09:07:00,Y,called client re specimen integrity - awaiting callback,22,21.52,0
ORD-27590,2025-01-27 15:35:00,02053,02045,ROUTINE,South Shore Hospital,D023,2025-01-27 15:39:00,2025-01-27 16:08:00,2025-01-27 17:21:00,2025-01-27 18:46:00,Y,"client called to confirm - specimen critical, needs STAT upgrade",27,6.5,0
ORD-27591,2025-01-09 10:27:00,02189,02149,RUSH,Northeast Laboratory,D013,2025-01-09 10:50:00,2025-01-09 11:50:00,2025-01-09 13:06:00,2025-01-09 12:24:00,Y,"elevator down at 15 Elm St, driver using stairs",8,17.65,0
ORD-27592,02/28/2025 08:24,02001,02136,ROUTINE,NE Labs,D006,2025-02-28 08:54:00,2025-02-28 09:18:00,2025-02-28 11:07:00,2025-02-28 13:10:00,Y,"wrong zip code on order, corrected",22,30.27,0
ORD-27593,03/31/2025 07:44,02035,02176,RUSH,Quest Diag,D034,2025-03-31 07:57:00,2025-03-31 08:35:00,2025-03-31 10:19:00,2025-03-31 09:14:00,Y,dispatcher note: double-check temp on this one before logging,29,33.66,0
ORD-27594,02-21-25 03:31 AM,02163,02113,ROUTINE,Quest Diagnostics,UNASSIGNED,2025-02-21 03:37:00,2025-02-21 04:33:00,2025-02-21 04:55:00,2025-02-21 09:24:00,Y,traffic accident on route 1 delay,26,26.43,0
ORD-27595,2025-02-25 16:28:00,02135,02199,ROUTINE,Tufts Medical,D017,2025-02-25 16:31:00,2025-02-25 16:55:00,2025-02-25 17:27:00,2025-02-25 19:59:00,Y,recipient not available at delivery location,17,26.57,0
ORD-27596,2025-01-02 15:34:00,01879,02176,routine,Emerson Hospital,D022,2025-01-02 15:48:00,2025-01-02 16:12:00,2025-01-02 17:39:00,2025-01-02 20:06:00,Y,driver reports ice on roads in reading area,28,15.93,0
ORD-27597,02/04/2025 01:49,02136,02193,Routine,Providence Health,D029,2025-02-04 02:15:00,2025-02-04 02:47:00,2025-02-04 04:21:00,2025-02-04 06:05:00,Y,"driver vehicle breakdown, transfer to DD012 in progress",8,13.28,0
ORD-27598,01/06/2025 09:56,02189,02169,RUSH,South Shore Hospital,D040,2025-01-06 10:41:00,2025-01-06 11:36:00,,2025-01-06 11:56:00,Y,"wrong zip code on order, corrected",34,27.66,0
ORD-27599,03/20/2025 07:28,02188,02134,ROUTINE,Quest Diag,D010,2025-03-20 08:04:00,2025-03-20 08:18:00,2025-03-20 09:30:00,2025-03-20 13:24:00,Y,driver cannot locate parking at hospital,22,8.9,0
ORD-27600,2025-03-17 13:42:00,02149,02134,ROUTINE,Quest Diagnostics,D012,2025-03-17 14:02:00,2025-03-17 14:21:00,2025-03-17 14:43:00,2025-03-17 17:48:00,Y,"driver ran out of dry ice, needs resupply",5,18.71,0
ORD-27601,2025/03/10 10:46,02134,02059,Same-Day,Emerson Hospital,D035,2025-03-10 11:17:00,2025-03-10 11:39:00,2025-03-10 12:45:00,2025-03-10 14:46:00,Y,"client changed pickup time, driver redirected",15,31.47,0
ORD-27602,2025-01-15 06:28:00,02019,02189,Routine,BioReference Labs,D027,2025-01-15 06:38:00,,2025-01-15 08:04:00,2025-01-15 11:04:00,Y,,10,22.17,0
ORD-27603,,02136,02131,SAME-DAY,Providence Health,D008,2025-03-06 07:46:00,2025-03-06 08:22:00,2025-03-06 09:31:00,2025-03-06 10:12:00,N,pickup completed but paperwork missing from package,30,22.78,0
ORD-27604,2025/03/25 15:30,02102,02126,SAME-DAY,NE Labs,D012,2025-03-25 15:52:00,2025-03-25 16:38:00,2025-03-25 17:52:00,2025-03-25 17:46:00,Y,redelivery needed: building locked,40,5.92,0
ORD-27605,2025/03/30 10:25,01851,02038,RUSH,Lowell General,D030,2025-03-30 11:07:00,2025-03-30 11:38:00,2025-03-30 12:11:00,2025-03-30 11:36:00,Y,"pickup not ready, driver waiting 15+ min",14,6.35,0
ORD-27606,01/05/2025 15:12,01843,02132,Routine,Mass General Hospital,D018,2025-01-05 15:23:00,2025-01-05 16:03:00,2025-01-05 16:54:00,2025-01-05 18:36:00,Y,called client re specimen integrity - awaiting callback,25,10.72,0
ORD-27607,01/25/2025 20:35,02127,02149,STAT,NE Labs,D001,2025-01-25 21:06:00,2025-01-25 21:17:00,2025-01-25 23:17:00,2025-01-25 21:18:00,Y,"client called to confirm - specimen critical, needs STAT upgrade",17,8.42,0
ORD-27608,2025/01/14 16:25,02053,02145,Stat,Brigham and Womens,D019,2025-01-14 16:38:00,2025-01-14 17:08:00,2025-01-14 18:07:00,2025-01-14 17:25:00,Y,specimen labeled incorrectly by client,16,7.47,0
ORD-27609,01-14-25 07:19 AM,02109,02148,Routine,St. Elizabeth's Medical,D038,2025-01-14 07:59:00,2025-01-14 08:47:00,2025-01-14 10:27:00,2025-01-14 12:13:00,Y,specimen labeled incorrectly by client,11,20.58,0
ORD-27610,02-17-25 10:42 AM,02071,02198,stat,Northeast Laboratory,D018,2025-02-17 10:58:00,2025-02-17 11:27:00,2025-02-17 12:24:00,2025-02-17 11:39:00,N,redelivery needed: building locked,35,21.77,0
ORD-27611,01/31/2025 10:27,02135,02143,same-day,Quest Diagnostics,D038,2025-01-31 11:02:00,2025-01-31 11:13:00,2025-01-31 11:42:00,2025-01-31 12:51:00,Y,,31,30.01,0
ORD-27612,2025-03-15 07:01:00,02148,02103,RUSH,Providence Health,D040,2025-03-15 07:43:00,,2025-03-15 09:13:00,2025-03-15 08:12:00,Y,driver cannot locate parking at hospital,18,31.02,0
ORD-27613,02-14-25 04:38 AM,02124,02125,STAT,Providence Health,D033,2025-02-14 05:11:00,,2025-02-14 06:00:00,2025-02-14 05:14:00,Y,pickup completed but paperwork missing from package,42,10.93,0
ORD-27614,03/19/2025 17:58,02071,02101,Routine,Lowell General,D040,2025-03-19 18:23:00,2025-03-19 19:04:00,,2025-03-19 23:21:00,Y,specimen temp excursion possible - driver reports cooler malfunction,45,21.68,0
ORD-27615,2025/02/01 03:46,01821,02101,SAME-DAY,Quest Diag,D018,2025-02-01 04:15:00,,2025-02-01 05:47:00,2025-02-01 06:11:00,N,,22,12.55,1
ORD-27616,02/16/2025 11:12,02152,02115,STAT,LabCorp,D022,2025-02-16 11:54:00,2025-02-16 12:51:00,2025-02-16 14:26:00,2025-02-16 12:00:00,N,"driver called in sick mid-route, reassigning trips",35,36.95,0
ORD-27617,2025-03-22 16:03:00,01843,02134,RUSH,NE Labs,D027,2025-03-22 16:26:00,2025-03-22 17:12:00,2025-03-22 18:56:00,2025-03-22 17:55:00,Y,delayed at security checkpoint - id verification required,24,11.33,0
ORD-27618,2025/02/21 02:36,02192,02110,Rush,Tufts Med Center,UNASSIGNED,2025-02-21 02:44:00,2025-02-21 03:36:00,2025-02-21 04:34:00,2025-02-21 03:37:00,Y,lab closed early today per client,18,16.69,0
ORD-27619,2025-01-27 13:57:00,02025,02119,STAT,Providence Health,D008,2025-01-27 14:23:00,2025-01-27 14:54:00,2025-01-27 15:34:00,2025-01-27 14:52:00,N,specimen labeled incorrectly by client,16,16.02,0
ORD-27620,2025/01/24 19:43,02126,02197,Routine,BioReference Labs,D035,2025-01-24 19:47:00,2025-01-24 20:16:00,2025-01-24 22:13:00,2025-01-24 23:50:00,Y,"driver ran out of dry ice, needs resupply",26,37.38,0
ORD-27621,01-14-25 02:36 PM,01879,02059,RUSH,Quest Diag,D041,2025-01-14 15:07:00,2025-01-14 16:07:00,2025-01-14 17:58:00,2025-01-14 15:42:00,N,"wrong zip code on order, corrected",41,11.17,1
ORD-27622,01-02-25 08:41 AM,01845,02053,Rush,Labcorp Inc,D002,2025-01-02 09:23:00,2025-01-02 09:56:00,2025-01-02 11:37:00,2025-01-02 10:39:00,Y,"driver called in sick mid-route, reassigning trips",37,17.19,0
ORD-27623,2025-01-07 08:12:00,01867,02021,STAT,Tufts Med Center,D034,2025-01-07 08:52:00,2025-01-07 09:22:00,2025-01-07 09:55:00,2025-01-07 09:08:00,Y,"client changed pickup time, driver redirected",37,24.89,0
ORD-27624,,02109,02188,stat,NE Labs,D024,2025-03-12 05:08:00,2025-03-12 05:53:00,2025-03-12 07:49:00,2025-03-12 05:09:00,Y,traffic accident on route 1 delay,8,21.94,0
ORD-27625,03/13/2025 05:12,01810,02060,ROUTINE,South Shore Hospital,D018,2025-03-13 05:15:00,2025-03-13 05:28:00,2025-03-13 06:23:00,2025-03-13 09:14:00,Y,"elevator down at 15 Elm St, driver using stairs",29,33.93,0
ORD-27626,2025-01-02 03:17:00,02066,02143,Routine,Boston Medical Center,D009,2025-01-02 03:32:00,2025-01-02 03:58:00,2025-01-02 05:38:00,2025-01-02 08:46:00,Y,"pickup not ready, driver waiting 15+ min",15,34.12,0
ORD-27627,04/01/2025 12:09,02067,02180,STAT,MGH,D010,2025-04-01 12:54:00,2025-04-01 13:52:00,2025-04-01 15:38:00,2025-04-01 12:57:00,Y,specimen temp excursion possible - driver reports cooler malfunction,9,6.46,0
ORD-27628,01/26/2025 13:07,02130,02136,STAT,Children's Hospital,D007,2025-01-26 13:29:00,2025-01-26 13:53:00,2025-01-26 15:13:00,2025-01-26 13:38:00,Y,pickup completed but paperwork missing from package,26,9.04,0
ORD-27629,03/29/2025 10:04,02101,02171,same-day,Providence Health,D006,2025-03-29 10:47:00,,2025-03-29 11:19:00,2025-03-29 12:30:00,Y,"elevator down at 15 Elm St, driver using stairs",6,19.73,0
ORD-27630,2025-02-19 09:23:00,02101,02045,rush,Mass General Hospital,D036,2025-02-19 10:07:00,2025-02-19 10:29:00,2025-02-19 12:26:00,2025-02-19 10:41:00,Y,lab closed early today per client,30,10.37,0
ORD-27631,03/07/2025 02:31,02132,02043,STAT,Brigham and Womens,D037,2025-03-07 03:15:00,2025-03-07 03:46:00,2025-03-07 04:02:00,2025-03-07 03:20:00,Y,,22,25.98,0
ORD-27632,02/26/2025 12:25,02200,02185,ROUTINE,NE Labs,UNASSIGNED,2025-02-26 13:00:00,2025-02-26 13:21:00,2025-02-26 14:38:00,2025-02-26 15:56:00,Y,,28,35.2,0
ORD-27633,2025/02/15 15:57,02119,02066,routine,NE Labs,D022,2025-02-15 16:05:00,2025-02-15 16:34:00,2025-02-15 17:59:00,2025-02-15 20:31:00,N,GPS routing error sent driver to wrong building,21,15.13,1
ORD-27634,03/04/2025 07:35,02045,02195,ROUTINE,Emerson Hospital,D037,2025-03-04 08:12:00,2025-03-04 09:04:00,2025-03-04 09:26:00,2025-03-04 13:13:00,N,,34,17.36,0
ORD-27635,03/26/2025 13:46,01826,02144,ROUTINE,Tufts Medical,D008,2025-03-26 14:04:00,2025-03-26 14:32:00,2025-03-26 15:00:00,2025-03-26 18:23:00,N,called client re specimen integrity - awaiting callback,19,6.53,1
ORD-27636,01/10/2025 08:00,02025,02109,RUSH,Quest Diagnostics,D012,2025-01-10 08:08:00,2025-01-10 08:33:00,2025-01-10 09:24:00,2025-01-10 09:43:00,Y,"driver stuck in traffic on 93, running ~20 min late",28,34.93,0
ORD-27637,2025-01-19 15:57:00,02113,02104,Same-Day,Boston Med Ctr,D020,2025-01-19 16:36:00,2025-01-19 17:11:00,2025-01-19 18:25:00,2025-01-19 19:15:00,Y,specimen container damaged on pickup,33,16.28,0
ORD-27638,03-28-25 12:41 PM,01845,02109,stat,Northeast Labs,D028,2025-03-28 13:02:00,2025-03-28 13:51:00,2025-03-28 15:25:00,2025-03-28 13:25:00,Y,traffic accident on route 1 delay,18,21.45,0
ORD-27639,01/07/2025 10:58,02189,02141,ROUTINE,Northeast Laboratory,D023,2025-01-07 11:41:00,,,2025-01-07 16:01:00,Y,"driver stuck in traffic on 93, running ~20 min late",23,36.53,0
ORD-27640,02/18/2025 19:46,02139,02059,SAME-DAY,Brigham and Womens,D006,2025-02-18 20:08:00,,2025-02-18 21:15:00,2025-02-18 21:55:00,Y,redelivery needed: building locked,44,20.3,0
ORD-27641,2025-03-29 09:56:00,02115,02106,ROUTINE,Boston Medical Center,D034,2025-03-29 10:36:00,2025-03-29 10:50:00,2025-03-29 11:47:00,2025-03-29 15:02:00,Y,driver reports ice on roads in reading area,13,6.51,0
ORD-27642,2025-01-27 11:20:00,02198,02194,Rush,Brigham & Women's,D009,2025-01-27 11:36:00,2025-01-27 11:57:00,2025-01-27 13:03:00,2025-01-27 13:11:00,Y,pickup completed but paperwork missing from package,23,29.32,0
ORD-27643,01/28/2025 10:51,02138,02198,ROUTINE,Northeast Labs,D002,2025-01-28 11:16:00,2025-01-28 12:10:00,,2025-01-28 15:58:00,Y,"wrong zip code on order, corrected",24,6.52,0
ORD-27644,2025-03-05 16:49:00,02043,02125,RUSH,Mass General Hospital,D014,2025-03-05 17:17:00,2025-03-05 17:54:00,2025-03-05 18:58:00,2025-03-05 18:23:00,Y,,34,22.54,0
ORD-27645,01/11/2025 10:33,02115,02059,Rush,Mass General Hospital,D029,2025-01-11 11:05:00,2025-01-11 11:52:00,2025-01-11 12:43:00,2025-01-11 12:20:00,Y,"elevator down at 15 Elm St, driver using stairs",13,12.37,0
ORD-27646,02/02/2025 13:40,02120,02194,STAT,Children's Hospital,D019,2025-02-02 13:50:00,2025-02-02 14:13:00,2025-02-02 16:12:00,2025-02-02 14:34:00,Y,called client re specimen integrity - awaiting callback,26,24.51,0
ORD-27647,2025-03-24 16:46:00,02170,02060,STAT,Childrens Hospital,D020,2025-03-24 17:29:00,2025-03-24 18:02:00,2025-03-24 19:38:00,2025-03-24 17:16:00,N,traffic accident on route 1 delay,11,13.28,1
ORD-27648,01/24/2025 20:37,02136,02127,ROUTINE,BioReference Labs,D029,2025-01-24 20:48:00,2025-01-24 21:01:00,2025-01-24 21:49:00,2025-01-25 02:22:00,Y,"driver vehicle breakdown, transfer to DD021 in progress",11,14.17,0
ORD-27649,03/11/2025 09:20,02139,02170,RUSH,Boston Med Ctr,D018,2025-03-11 09:36:00,2025-03-11 10:05:00,2025-03-11 11:16:00,2025-03-11 11:10:00,N,"driver vehicle breakdown, transfer to DD009 in progress",8,4.62,0
ORD-27650,03/16/2025 10:29,02061,02124,Routine,Lowell General,D018,2025-03-16 11:04:00,,2025-03-16 12:54:00,2025-03-16 14:28:00,Y,called client re specimen integrity - awaiting callback,7,12.49,0
ORD-27651,2025-01-22 21:47:00,02101,02060,routine,St. Elizabeth's Medical,D012,2025-01-22 21:53:00,,2025-01-22 23:51:00,2025-01-23 00:57:00,Y,delayed at security checkpoint - id verification required,29,8.3,0
ORD-27652,02/13/2025 18:33,02141,02151,STAT,Labcorp Inc,D017,2025-02-13 18:40:00,,,2025-02-13 19:31:00,Y,specimen temp excursion possible - driver reports cooler malfunction,39,20.97,0
ORD-27653,2025-01-06 09:50:00,02038,02127,STAT,LabCorp,D030,2025-01-06 10:13:00,2025-01-06 11:01:00,2025-01-06 11:31:00,2025-01-06 10:25:00,Y,GPS routing error sent driver to wrong building,6,18.92,0
ORD-27654,01-31-25 05:17 AM,02026,02139,SAME-DAY,Brigham & Women's,UNASSIGNED,2025-01-31 05:22:00,,2025-01-31 06:36:00,2025-01-31 09:16:00,Y,"driver vehicle breakdown, transfer to DD011 in progress",14,13.0,0
ORD-27655,2025-03-19 17:58:00,02019,02061,Rush,Quest Diagnostics,D026,2025-03-19 18:03:00,2025-03-19 18:44:00,2025-03-19 19:09:00,2025-03-19 19:42:00,Y,"driver called in sick mid-route, reassigning trips",38,11.65,0
ORD-27656,03/07/2025 15:33,01854,02109,routine,Northeast Laboratory,D012,2025-03-07 16:13:00,2025-03-07 16:36:00,2025-03-07 17:10:00,2025-03-07 19:15:00,N,driver reports ice on roads in reading area,36,13.54,0
ORD-27657,2025-01-05 10:15:00,02045,02140,ROUTINE,St. Elizabeth's Medical,D017,2025-01-05 10:44:00,2025-01-05 11:11:00,2025-01-05 11:30:00,2025-01-05 13:58:00,Y,redelivery needed: building locked,28,14.92,0
ORD-27658,03-02-25 12:12 PM,02128,02188,STAT,Boston Medical Center,D020,2025-03-02 12:57:00,2025-03-02 13:11:00,2025-03-02 14:14:00,2025-03-02 13:05:00,Y,lab closed early today per client,35,6.94,0
ORD-27659,2025-01-21 21:54:00,02156,02045,ROUTINE,LabCorp,D006,2025-01-21 22:34:00,2025-01-21 22:46:00,2025-01-22 00:36:00,2025-01-22 02:59:00,Y,specimen temp excursion possible - driver reports cooler malfunction,15,18.38,0
ORD-27660,01/06/2025 09:13,02169,02125,Stat,Childrens Hospital,D018,2025-01-06 09:41:00,2025-01-06 10:08:00,2025-01-06 11:48:00,2025-01-06 10:08:00,Y,lab closed early today per client,39,34.32,0
ORD-27661,01/13/2025 05:37,02103,02145,Routine,Cape Cod Hospital,D012,2025-01-13 06:05:00,,2025-01-13 08:10:00,2025-01-13 10:42:00,Y,recipient not available at delivery location,16,28.33,0
ORD-27662,2025/03/30 10:50,01845,02170,ROUTINE,Boston Med Ctr,D009,2025-03-30 11:31:00,2025-03-30 12:03:00,2025-03-30 12:36:00,2025-03-30 16:11:00,Y,,35,17.57,0
ORD-27663,2025-03-05 10:43:00,01879,02048,Stat,LabCorp,D034,2025-03-05 11:01:00,,2025-03-05 12:48:00,2025-03-05 11:19:00,Y,"driver called in sick mid-route, reassigning trips",23,11.23,0
ORD-27664,2025-01-26 11:13:00,02136,02116,RUSH,Emerson Hospital,D025,2025-01-26 11:42:00,2025-01-26 12:17:00,2025-01-26 13:38:00,2025-01-26 12:47:00,Y,"client changed pickup time, driver redirected",42,15.75,0
ORD-27665,2025/01/08 02:11,02115,02153,STAT,Brigham and Womens,D002,2025-01-08 02:31:00,2025-01-08 02:41:00,2025-01-08 03:56:00,2025-01-08 02:48:00,Y,driver reports ice on roads in reading area,10,27.35,0
ORD-27666,2025-01-29 16:18:00,01886,02191,routine,Mass General Hospital,D041,2025-01-29 16:30:00,2025-01-29 17:06:00,2025-01-29 18:48:00,2025-01-29 21:57:00,Y,delayed at security checkpoint - id verification required,25,21.21,0
ORD-27667,2025-02-24 15:08:00,02151,02061,Routine,Labcorp Inc,D033,2025-02-24 15:24:00,2025-02-24 16:22:00,2025-02-24 16:55:00,2025-02-24 18:52:00,Y,specimen container damaged on pickup,10,25.17,0
ORD-27668,2025-02-15 13:06:00,02141,02176,SAME-DAY,Lowell General,D038,2025-02-15 13:41:00,,2025-02-15 16:38:00,2025-02-15 16:38:00,N,"driver stuck in traffic on 93, running ~20 min late",44,17.7,1
ORD-27669,01/20/2025 23:49,02185,02119,stat,LabCorp,D009,2025-01-21 00:16:00,2025-01-21 00:40:00,2025-01-21 01:57:00,2025-01-21 00:41:00,Y,"driver vehicle breakdown, transfer to DD012 in progress",14,15.07,0
ORD-27670,02/15/2025 08:20,01852,02169,ROUTINE,Providence Health,D012,2025-02-15 08:59:00,2025-02-15 09:25:00,2025-02-15 10:36:00,2025-02-15 14:10:00,Y,,9,22.81,0
ORD-27671,2025/01/24 15:18,02170,02148,SAME-DAY,Mass General Hospital,D028,2025-01-24 15:48:00,,2025-01-24 18:43:00,2025-01-24 18:01:00,Y,"pickup not ready, driver waiting 15+ min",14,18.1,0
ORD-27672,02/10/2025 18:30,02143,02113,ROUTINE,Brigham and Womens,D009,2025-02-10 19:15:00,2025-02-10 19:54:00,2025-02-10 20:09:00,2025-02-10 22:00:00,Y,"wrong address on manifest, corrected enroute",39,17.89,0
ORD-27673,2025-02-17 17:49:00,02026,02180,ROUTINE,Lowell General,D022,2025-02-17 17:56:00,2025-02-17 18:35:00,2025-02-17 19:38:00,2025-02-17 23:35:00,Y,called client re specimen integrity - awaiting callback,44,29.7,0
ORD-27674,2025-01-11 19:38:00,02184,02171,ROUTINE,Labcorp Inc,D012,2025-01-11 19:49:00,2025-01-11 20:23:00,2025-01-11 21:03:00,2025-01-12 01:04:00,Y,called client re specimen integrity - awaiting callback,11,12.36,0
ORD-27675,03/28/2025 00:17,02143,02136,same-day,Quest Diagnostics,D027,2025-03-28 00:29:00,,2025-03-28 02:01:00,2025-03-28 03:54:00,Y,,22,9.36,0
ORD-27676,2025/01/25 14:08,01854,02059,Routine,Tufts Medical,D033,2025-01-25 14:16:00,2025-01-25 15:12:00,2025-01-25 16:52:00,2025-01-25 17:15:00,Y,driver cannot locate parking at hospital,33,19.7,0
ORD-27677,2025-01-14 03:11:00,02067,02197,Stat,BioReference Labs,D033,2025-01-14 03:27:00,2025-01-14 03:47:00,,2025-01-14 03:51:00,N,"pickup not ready, driver waiting 15+ min",10,15.15,0
